minimization	(statistics of the population)
#		Max		Mean		min

0		46776		45366.0		42971
1		45300		43460.3		39724
2		43148		41999.8		39671
3		42121		40953.0		39671
4		40881		40163.8		39081
5		39890		39420.2		37768
6		39407		38580.7		37225
7		38306		37517.2		35759
8		37336		36692.2		35759
9		36575		36086.8		35558
10		36091		35720.2		34979
11		35579		35251.6		34655
12		35003		34698.4		34051
13		34655		34418.9		34023
14		34365		34152.4		33563
15		34079		33886.2		33129
16		33853		33572.4		33103
17		33563		33301.3		32483
18		33137		32867.6		32331
19		32951		32556.5		32255
20		32517		32340.8		31963
21		32331		32180.7		31719
22		32255		31962.7		31719
23		31963		31782.2		31719
24		31719		31719.0		31719
25		31719		31719.0		31719
26		31719		31719.0		31719
27		31719		31719.0		31719
28		31719		31719.0		31719
29		31719		31719.0		31719
30		31719		31719.0		31719
31		31719		31719.0		31719
32		31719		31719.0		31719
33		31719		31719.0		31719
34		31719		31719.0		31719
35		31719		31719.0		31719
36		31719		31719.0		31719
37		31719		31719.0		31719
38		31719		31719.0		31719
39		31719		31719.0		31719
40		31719		31719.0		31719
41		31719		31719.0		31719
42		31719		31719.0		31719
43		31719		31719.0		31719
44		31719		31719.0		31719
45		31719		31719.0		31719
46		31719		31719.0		31719
47		31719		31719.0		31719
48		31719		31719.0		31719
49		31719		31719.0		31719
50		31719		31719.0		31719
51		31719		31719.0		31719
52		31719		31719.0		31719
53		31719		31719.0		31719
54		31719		31719.0		31719
55		31719		31719.0		31719
56		31719		31719.0		31719
57		31719		31719.0		31719
58		31719		31719.0		31719
59		31719		31719.0		31719
60		31719		31719.0		31719
61		31719		31719.0		31719
62		31719		31719.0		31719
63		31719		31719.0		31719
64		31719		31719.0		31719
65		31719		31719.0		31719
66		31719		31719.0		31719
67		31719		31719.0		31719
68		31719		31719.0		31719
69		31719		31719.0		31719
70		31719		31719.0		31719
71		31719		31719.0		31719
72		31719		31719.0		31719
73		31719		31719.0		31719
74		31719		31719.0		31719
75		31719		31719.0		31719
76		31719		31719.0		31719
77		31719		31719.0		31719
78		31719		31719.0		31719
79		31719		31719.0		31719
80		31719		31719.0		31719
81		31719		31719.0		31719
82		31719		31719.0		31719
83		31719		31719.0		31719
84		31719		31719.0		31719
85		31719		31719.0		31719
86		31719		31719.0		31719
87		31719		31719.0		31719
88		31719		31719.0		31719
89		31719		31719.0		31719
90		31719		31719.0		31719
91		31719		31719.0		31719
92		31719		31719.0		31719
93		31719		31719.0		31719
94		31719		31719.0		31719
95		31719		31719.0		31719
96		31719		31719.0		31719
97		31719		31719.0		31719
98		31719		31719.0		31719
99		31719		31719.0		31719
100		31719		31719.0		31719
101		31719		31719.0		31719
102		31719		31719.0		31719
103		31719		31719.0		31719
104		31719		31719.0		31719
105		31719		31719.0		31719
106		31719		31719.0		31719
107		31719		31719.0		31719
108		31719		31719.0		31719
109		31719		31719.0		31719
110		31719		31719.0		31719
111		31719		31719.0		31719
112		31719		31719.0		31719
113		31719		31719.0		31719
114		31719		31719.0		31719
115		31719		31719.0		31719
116		31719		31719.0		31719
117		31719		31719.0		31719
118		31719		31719.0		31719
119		31719		31719.0		31719
120		31719		31719.0		31719
121		31719		31719.0		31719
122		31719		31719.0		31719
123		31719		31719.0		31719
124		31719		31719.0		31719
125		31719		31719.0		31719
126		31719		31719.0		31719
127		31719		31719.0		31719
128		31719		31719.0		31719
129		31719		31719.0		31719
130		31719		31719.0		31719
131		31719		31719.0		31719
132		31719		31719.0		31719
133		31719		31719.0		31719
134		31719		31719.0		31719
135		31719		31719.0		31719
136		31719		31719.0		31719
137		31719		31719.0		31719
138		31719		31719.0		31719
139		31719		31719.0		31719
140		31719		31719.0		31719
141		31719		31719.0		31719
142		31719		31719.0		31719
143		31719		31719.0		31719
144		31719		31719.0		31719
145		31719		31719.0		31719
146		31719		31719.0		31719
147		31719		31719.0		31719
148		31719		31719.0		31719
149		31719		31719.0		31719
150		31719		31719.0		31719
151		31719		31719.0		31719
152		31719		31719.0		31719
153		31719		31719.0		31719
154		31719		31719.0		31719
155		31719		31719.0		31719
156		31719		31719.0		31719
157		31719		31719.0		31719
158		31719		31719.0		31719
159		31719		31719.0		31719
160		31719		31719.0		31719
161		31719		31719.0		31719
162		31719		31719.0		31719
163		31719		31719.0		31719
164		31719		31719.0		31719
165		31719		31719.0		31719
166		31719		31719.0		31719
167		31719		31719.0		31719
168		31719		31719.0		31719
169		31719		31719.0		31719
170		31719		31719.0		31719
171		31719		31719.0		31719
172		31719		31719.0		31719
173		31719		31719.0		31719
174		31719		31719.0		31719
175		31719		31719.0		31719
176		31719		31719.0		31719
177		31719		31719.0		31719
178		31719		31719.0		31719
179		31719		31719.0		31719
180		31719		31719.0		31719
181		31719		31719.0		31719
182		31719		31719.0		31719
183		31719		31719.0		31719
184		31719		31719.0		31719
185		31719		31719.0		31719
186		31719		31719.0		31719
187		31719		31719.0		31719
188		31719		31719.0		31719
189		31719		31719.0		31719
190		31719		31719.0		31719
191		31719		31719.0		31719
192		31719		31719.0		31719
193		31719		31719.0		31719
194		31719		31719.0		31719
195		31719		31719.0		31719
196		31719		31719.0		31719
197		31719		31719.0		31719
198		31719		31719.0		31719
199		31719		31719.0		31719
200		31719		31719.0		31719
201		31719		31719.0		31719
202		31719		31719.0		31719
203		31719		31719.0		31719
204		31719		31719.0		31719
205		31719		31719.0		31719
206		31719		31719.0		31719
207		31719		31719.0		31719
208		31719		31719.0		31719
209		31719		31719.0		31719
210		31719		31719.0		31719
211		31719		31719.0		31719
212		31719		31719.0		31719
213		31719		31719.0		31719
214		31719		31719.0		31719
215		31719		31719.0		31719
216		31719		31719.0		31719
217		31719		31719.0		31719
218		31719		31719.0		31719
219		31719		31719.0		31719
220		31719		31719.0		31719
221		31719		31719.0		31719
222		31719		31719.0		31719
